folder,filename,filepath,frame_count,fps,width,height,duration_sec,frame_dir,n_extracted_frames,json_dir
AI_dataset/N01/N01_Treatment,Knee Flexion1.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Treatment/Knee Flexion1.MP4,481,29.97002997002997,1920,1080,16.049366666666668,../data/new_data/frames_output/AI_dataset/N01/N01_Treatment/Knee Flexion1_frames,481,../data/new_data/keypoints_json/AI_dataset/N01/N01_Treatment/Knee Flexion1_JSON
AI_dataset/N01/N01_Treatment,Biceps Curl3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Treatment/Biceps Curl3.MP4,2432,29.97002997002997,1920,1080,81.14773333333333,../data/new_data/frames_output/AI_dataset/N01/N01_Treatment/Biceps Curl3_frames,2432,../data/new_data/keypoints_json/AI_dataset/N01/N01_Treatment/Biceps Curl3_JSON
AI_dataset/N01/N01_Treatment,SLR_bobathtable2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Treatment/SLR_bobathtable2.MP4,511,29.97002997002997,1920,1080,17.050366666666665,../data/new_data/frames_output/AI_dataset/N01/N01_Treatment/SLR_bobathtable2_frames,511,../data/new_data/keypoints_json/AI_dataset/N01/N01_Treatment/SLR_bobathtable2_JSON
AI_dataset/N01/N01_Ward,Biceps Curl_2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Biceps Curl_2.MP4,350,29.97002997002997,1920,1080,11.678333333333333,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Biceps Curl_2_frames,350,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Biceps Curl_2_JSON
AI_dataset/N01/N01_Ward,Ankle Pumping3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Ankle Pumping3.MP4,360,29.97002997002997,1920,1080,12.012,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Ankle Pumping3_frames,360,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Ankle Pumping3_JSON
AI_dataset/N01/N01_Treatment,SLR_bobathtable3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Treatment/SLR_bobathtable3.MP4,465,29.97002997002997,1920,1080,15.5155,../data/new_data/frames_output/AI_dataset/N01/N01_Treatment/SLR_bobathtable3_frames,465,../data/new_data/keypoints_json/AI_dataset/N01/N01_Treatment/SLR_bobathtable3_JSON
AI_dataset/N01/N01_Treatment,Hip Flexion Extension_Wheelchair1.mp4,../data/new_data/raw_data/AI_dataset/N01/N01_Treatment/Hip Flexion Extension_Wheelchair1.mp4,320,30.0,852,480,10.666666666666666,../data/new_data/frames_output/AI_dataset/N01/N01_Treatment/Hip Flexion Extension_Wheelchair1_frames,320,../data/new_data/keypoints_json/AI_dataset/N01/N01_Treatment/Hip Flexion Extension_Wheelchair1_JSON
AI_dataset/N01/N01_Ward,Clamshell_Sidelying2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Clamshell_Sidelying2.MP4,372,29.97002997002997,1920,1080,12.4124,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Clamshell_Sidelying2_frames,372,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Clamshell_Sidelying2_JSON
AI_dataset/N01/N01_Ward,Chest Press3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Chest Press3.MP4,359,29.97002997002997,1920,1080,11.978633333333333,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Chest Press3_frames,359,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Chest Press3_JSON
AI_dataset/N01/N01_Ward,Biceps Curl_3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Biceps Curl_3.MP4,346,29.97002997002997,1920,1080,11.544866666666667,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Biceps Curl_3_frames,346,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Biceps Curl_3_JSON
AI_dataset/N01/N01_Ward,Leg cycle exercise3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Leg cycle exercise3.MP4,345,29.97002997002997,1920,1080,11.5115,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Leg cycle exercise3_frames,345,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Leg cycle exercise3_JSON
AI_dataset/N01/N01_Ward,Knee flexion3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Knee flexion3.MP4,349,29.97002997002997,1920,1080,11.644966666666667,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Knee flexion3_frames,349,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Knee flexion3_JSON
AI_dataset/N01/N01_Ward,One leg bridge_static2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/One leg bridge_static2.MP4,716,29.97002997002997,1920,1080,23.890533333333334,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/One leg bridge_static2_frames,716,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/One leg bridge_static2_JSON
AI_dataset/N01/N01_Ward,One leg bridge_static3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/One leg bridge_static3.MP4,719,29.97002997002997,1920,1080,23.990633333333335,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/One leg bridge_static3_frames,719,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/One leg bridge_static3_JSON
AI_dataset/N01/N01_Ward,Biceps Curl_Bilateral3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Biceps Curl_Bilateral3.MP4,369,29.97002997002997,1920,1080,12.3123,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Biceps Curl_Bilateral3_frames,369,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Biceps Curl_Bilateral3_JSON
AI_dataset/N01/N01_Ward,Biceps Curl_Bilateral2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Biceps Curl_Bilateral2.MP4,371,29.97002997002997,1920,1080,12.379033333333334,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Biceps Curl_Bilateral2_frames,371,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Biceps Curl_Bilateral2_JSON
AI_dataset/N01/N01_Ward,Bridge_Dynamic3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Bridge_Dynamic3.MP4,376,29.97002997002997,1920,1080,12.545866666666667,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Bridge_Dynamic3_frames,376,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Bridge_Dynamic3_JSON
AI_dataset/N01/N01_Ward,Knee flexion2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Knee flexion2.MP4,362,29.97002997002997,1920,1080,12.078733333333334,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Knee flexion2_frames,362,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Knee flexion2_JSON
AI_dataset/N01/N01_Ward,Bridge_Dynamic2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Bridge_Dynamic2.MP4,420,29.97002997002997,1920,1080,14.014000000000001,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Bridge_Dynamic2_frames,420,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Bridge_Dynamic2_JSON
AI_dataset/N01/N01_Ward,Shoulder Abduction3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Shoulder Abduction3.MP4,546,29.97002997002997,1920,1080,18.2182,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Shoulder Abduction3_frames,546,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Shoulder Abduction3_JSON
AI_dataset/N01/N01_Ward,Chest Press2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Chest Press2.MP4,359,29.97002997002997,1920,1080,11.978633333333333,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Chest Press2_frames,359,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Chest Press2_JSON
AI_dataset/N01/N01_Ward,Hip knee flexion3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Hip knee flexion3.MP4,371,29.97002997002997,1920,1080,12.379033333333334,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Hip knee flexion3_frames,371,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Hip knee flexion3_JSON
AI_dataset/N01/N01_Ward,Clamshell_Sidelying3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Clamshell_Sidelying3.MP4,402,29.97002997002997,1920,1080,13.413400000000001,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Clamshell_Sidelying3_frames,402,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Clamshell_Sidelying3_JSON
AI_dataset/N01/N01_Ward,Clamshell_Supine2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Clamshell_Supine2.MP4,408,29.97002997002997,1920,1080,13.6136,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Clamshell_Supine2_frames,408,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Clamshell_Supine2_JSON
AI_dataset/N01/N01_Treatment,Hip Flexion Extension_bobathtable1.MOV,../data/new_data/raw_data/AI_dataset/N01/N01_Treatment/Hip Flexion Extension_bobathtable1.MOV,668,59.94005994005994,1920,1080,11.144466666666666,,647,../data/new_data/keypoints_json/AI_dataset/N01/N01_Treatment/Hip Flexion Extension_bobathtable1_JSON
AI_dataset/N01/N01_Ward,Leg cycle exercise2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Leg cycle exercise2.MP4,338,29.97002997002997,1920,1080,11.277933333333333,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Leg cycle exercise2_frames,338,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Leg cycle exercise2_JSON
AI_dataset/N01/N01_Ward,Bridge_static3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Bridge_static3.MP4,636,29.97002997002997,1920,1080,21.2212,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Bridge_static3_frames,636,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Bridge_static3_JSON
AI_dataset/N01/N01_Ward,Hip abduction1.MOV,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Hip abduction1.MOV,409,29.97002997002997,2588,2160,13.646966666666668,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Hip abduction1_frames,409,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Hip abduction1_JSON
AI_dataset/N01/N01_Ward,Shoulder Flexion2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Shoulder Flexion2.MP4,420,29.97002997002997,1920,1080,14.014000000000001,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Shoulder Flexion2_frames,420,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Shoulder Flexion2_JSON
AI_dataset/N01/N01_Ward,Hip Extension2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Hip Extension2.MP4,360,29.97002997002997,1920,1080,12.012,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Hip Extension2_frames,360,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Hip Extension2_JSON
AI_dataset/N01/N01_Ward,Bridge_static2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Bridge_static2.MP4,633,29.97002997002997,1920,1080,21.121100000000002,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Bridge_static2_frames,633,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Bridge_static2_JSON
AI_dataset/N01/N01_Ward,Hip Extension3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Hip Extension3.MP4,344,29.97002997002997,1920,1080,11.478133333333334,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Hip Extension3_frames,344,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Hip Extension3_JSON
AI_dataset/N01/N01_Ward,Hip abduction3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Hip abduction3.MP4,361,29.97002997002997,1920,1080,12.045366666666666,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Hip abduction3_frames,361,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Hip abduction3_JSON
AI_dataset/N01/N01_Ward,SLR2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/SLR2.MP4,558,29.97002997002997,1920,1080,18.6186,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/SLR2_frames,558,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/SLR2_JSON
AI_dataset/N01/N01_Ward,Hip abduction2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Hip abduction2.MP4,379,29.97002997002997,1920,1080,12.645966666666666,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Hip abduction2_frames,379,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Hip abduction2_JSON
AI_dataset/N01/N01_Treatment,Knee Extension_Wheelchair2.MOV,../data/new_data/raw_data/AI_dataset/N01/N01_Treatment/Knee Extension_Wheelchair2.MOV,328,30.0,1920,1080,10.933333333333334,,313,../data/new_data/keypoints_json/AI_dataset/N01/N01_Treatment/Knee Extension_Wheelchair2_JSON
AI_dataset/N01/N01_Ward,Clamshell_Supine3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Clamshell_Supine3.MP4,373,29.97002997002997,1920,1080,12.445766666666668,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Clamshell_Supine3_frames,373,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Clamshell_Supine3_JSON
AI_dataset/N01/N01_Ward,Shoulder Flexion3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Shoulder Flexion3.MP4,410,29.97002997002997,1920,1080,13.680333333333333,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Shoulder Flexion3_frames,410,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Shoulder Flexion3_JSON
AI_dataset/N01/N01_Ward,Hip Extension1.MOV,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Hip Extension1.MOV,339,30.0,2800,2160,11.3,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Hip Extension1_frames,339,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Hip Extension1_JSON
AI_dataset/N01/N01_Ward,Knee flexion1.MOV,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Knee flexion1.MOV,331,30.0,2658,2160,11.033333333333333,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Knee flexion1_frames,331,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Knee flexion1_JSON
AI_dataset/N01/N01_Ward,SLR3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/SLR3.MP4,417,29.97002997002997,1920,1080,13.9139,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/SLR3_frames,417,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/SLR3_JSON
AI_dataset/N01/N01_Ward,Hip knee flexion2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Hip knee flexion2.MP4,383,29.97002997002997,1920,1080,12.779433333333333,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Hip knee flexion2_frames,383,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Hip knee flexion2_JSON
AI_dataset/N02/N02_Treatment,Biceps Curl3.MP4,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Biceps Curl3.MP4,344,29.97002997002997,1920,1080,11.478133333333334,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Biceps Curl3_frames,344,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Biceps Curl3_JSON
AI_dataset/N02/N02_Treatment,Biceps Curl1.MP4,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Biceps Curl1.MP4,379,29.97002997002997,1920,1080,12.645966666666666,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Biceps Curl1_frames,379,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Biceps Curl1_JSON
AI_dataset/N01/N01_Treatment,Hip Flexion Extension_Wheelchair2.MOV,../data/new_data/raw_data/AI_dataset/N01/N01_Treatment/Hip Flexion Extension_Wheelchair2.MOV,347,30.0,1920,1080,11.566666666666666,,321,../data/new_data/keypoints_json/AI_dataset/N01/N01_Treatment/Hip Flexion Extension_Wheelchair2_JSON
AI_dataset/N02/N02_Treatment,Hip Extension3.MP4,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Hip Extension3.MP4,465,29.97002997002997,1920,1080,15.5155,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Hip Extension3_frames,465,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Hip Extension3_JSON
AI_dataset/N02/N02_Treatment,Hip Extension1.MP4,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Hip Extension1.MP4,465,29.97002997002997,1920,1080,15.5155,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Hip Extension1_frames,465,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Hip Extension1_JSON
AI_dataset/N01/N01_Ward,PecdecFly3.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/PecdecFly3.MP4,419,29.97002997002997,1920,1080,13.980633333333333,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/PecdecFly3_frames,419,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/PecdecFly3_JSON
AI_dataset/N02/N02_Treatment,Hip Extension2.MOV,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Hip Extension2.MOV,959,60.0,1920,1080,15.983333333333333,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Hip Extension2_frames,959,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Hip Extension2_JSON
AI_dataset/N01/N01_Ward,Q-setting1.MOV,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/Q-setting1.MOV,395,30.0,3074,2160,13.166666666666666,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/Q-setting1_frames,395,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/Q-setting1_JSON
AI_dataset/N02/N02_Treatment,Hip Flexion Extension_bobathtabale2.MP4,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_bobathtabale2.MP4,358,29.97002997002997,1920,1080,11.945266666666667,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_bobathtabale2_frames,358,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_bobathtabale2_JSON
AI_dataset/N01/N01_Ward,One leg brige_dynamic2.MP4,../data/new_data/raw_data/AI_dataset/N01/N01_Ward/One leg brige_dynamic2.MP4,620,29.97002997002997,1920,1080,20.687333333333335,../data/new_data/frames_output/AI_dataset/N01/N01_Ward/One leg brige_dynamic2_frames,620,../data/new_data/keypoints_json/AI_dataset/N01/N01_Ward/One leg brige_dynamic2_JSON
AI_dataset/N02/N02_Treatment,Hip Flexion Extension_chair3.MP4,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_chair3.MP4,351,29.97002997002997,1920,1080,11.7117,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_chair3_frames,351,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_chair3_JSON
AI_dataset/N02/N02_Treatment,Hip Flexion Extension_wheelchair1.MP4,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_wheelchair1.MP4,352,29.97002997002997,1920,1080,11.745066666666666,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_wheelchair1_frames,352,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_wheelchair1_JSON
AI_dataset/N02/N02_Treatment,Hip Flexion Extension_chair1.MP4,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_chair1.MP4,349,29.97002997002997,1920,1080,11.644966666666667,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_chair1_frames,349,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_chair1_JSON
AI_dataset/N02/N02_Treatment,Hip Flexion Extension2.MOV,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Hip Flexion Extension2.MOV,727,60.0,1920,1080,12.116666666666667,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Hip Flexion Extension2_frames,727,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Hip Flexion Extension2_JSON
AI_dataset/N02/N02_Treatment,Hip Flexion Extension_chair2.MOV,../data/new_data/raw_data/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_chair2.MOV,662,60.0,1920,1080,11.033333333333333,../data/new_data/frames_output/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_chair2_frames,662,../data/new_data/keypoints_json/AI_dataset/N02/N02_Treatment/Hip Flexion Extension_chair2_JSON
